SUBJ,CRS #,SEC #,CALL #,SEM HRS,TITLE,DAYS,START TIME,END TIME,BLDG & ROOM #,FACULTY,REMARKS,SECTION TYPE,MODALITY,SESSION,SESS BEGIN,SESS END
EPSY,580,1,31019,6,IMMERSION IN BLINDNESS PRACTICUM,MTWRF,0800AM,0500PM,WOOH 110,BELL E,,,Face to face,,3/13/2024,5/24/2024
EPSY,584,1,31021,6,INTERN IN ORIENTATION & MOBILITY,MTWRF,0800AM,0500PM,,BELL E,,,Face to face,,3/13/2024,5/24/2024
EPSY,585,1,31022,0,COMP EXAM IN EDUCATIONAL PSYC,TBA,,,,BELL E,,,Face to face,,3/13/2024,5/24/2024
EPSY,588,1,31024,3,INTERNSHIP IN REHAB TEACHING,MTWRF,0800AM,0300PM,,BELL E,,,Face to face,,3/13/2024,5/24/2024
FINC,318,1,31026,3,BUSINESS FINANCE,TR,1200PM,0150PM,COBB 126,JU M,,,Face to face,,3/13/2024,5/24/2024
FINC,319,1,31027,3,INTERMEDIATE FINANCIAL MGT,TR,0200PM,0350PM,COBB 111,JU M,,,Face to face,,3/13/2024,5/24/2024
FINC,401,1,31028,3,INTERNSHIP IN FINANCE I,TBA,,,,O'NEAL S,,,Face to face,,3/13/2024,5/24/2024
FINC,401,99,31029,3,INTERNSHIP IN FINANCE I,TBA,,,,O'NEAL S,,,Face to face,,3/13/2024,5/24/2024
FINC,414,1,31031,3,INVESTMENTS,TR,0800AM,0950AM,COBB 105,HUR J,XLS FINC525-001,,Face to face,,3/13/2024,5/24/2024
FINC,425,1,31032,3,MONEY/CAPITAL MKTS & FIN INST,MW,0200PM,0350PM,COBB 227,SUN L,,,Face to face,,3/13/2024,5/24/2024
FINC,430,1,31033,3,FINANCIAL DATA ANALYTICS,TR,0200PM,0350PM,COBB 105,SABAH M,,,Face to face,,3/13/2024,5/24/2024
FINC,490,1,31035,1,STUDENT MANAGED INVESTMENT FUND,TR,0100PM,0150PM,COBB 122,MCCUMBER W,,,Face to face,,3/13/2024,5/24/2024
FINC,525,1,31041,3,INVESTMENT SEMINAR,TR,0800AM,0950AM,COBB 105,HUR J,XLX FINC414-001,,Face to face,,3/13/2024,5/24/2024
FINC,527,1,31042,3,ADVANCED FINANCIAL ANALYTICS,TR,0200PM,0350PM,COBB 105,SABAH M,XLS FINC430-001,,Not specified,,3/13/2024,5/24/2024
FINC,620,1,32447,3,SEM IN FINANCIAL INSTITUTIONS,TBA,,,,MCCUMBER W,,,Face to face,,3/13/2024,5/24/2024
FINC,625,1,32452,3,SEMINAR IN INVESTMENTS,TBA,,,,SABAH M,,,Face to face,,3/13/2024,5/24/2024
FLNG,489,1,32611,3,THE SPANISH SHORT STORY,TR,0800AM,0950AM,GTMH 201,NELSON P,,,Face to face,,3/13/2024,5/24/2024
FMRS,248,1,32375,3,FASHION MERCHANDISING SOFTWARE,TR,1000AM,1150AM,CTLH 349,HEIDEN K,HYBRID,,Hybrid,,3/13/2024,5/24/2024
FMRS,298,1,32377,1,STUDY TOUR IN FASHION MERCH I,T,0400PM,0515PM,CTLH 349,HEIDEN K,HYBRID,,Face to face,,3/13/2024,5/24/2024
FMRS,490,1,32380,3,FASHION RUNWAY SHOW,TR,0200PM,0350PM,CTLH 347,HUMPHRIES P,,,Face to face,,3/13/2024,5/24/2024
FNU,263,1,32382,3,CULTURAL FOODS,TR,0200PM,0350PM,CTLH 153,CAMEL S,,,Face to face,,3/13/2024,5/24/2024
FNU,299,1,31049,3,RES FOR NUTRITION PROFESSIONALS,TR,0800AM,0950AM,CTLH 153,CAMEL S,,,Face to face,,3/13/2024,5/24/2024
FNU,443,1,32383,3,MEDICAL NUTRITION THERAPY II,MW,0930AM,1045AM,CTLH 153,MCKENZIE H,,,Face to face,,3/13/2024,5/24/2024
FNU,463,1,31051,3,MEDICAL NUTRITION THERAPY III,MW,1100AM,1215PM,CTLH 153,ERICKSON D,,,Face to face,,3/13/2024,5/24/2024
FNU,472,1,31052,3,FOOD SYSTEMS MANAGEMENT,TR,1000AM,1150AM,CTLH 156,FONTENOT M,,,Face to face,,3/13/2024,5/24/2024
FNU,480,1,31053,2,NUTRITION AND DIETETICS SEMINAR,T,1230PM,0145PM,CTLH 153,CAMEL S,ERICKSON D,,Face to face,,3/13/2024,5/24/2024
FNU,506C,1,31054,3,NON-THESIS RESEARCH PROJECT,TBA,,,,CAMEL S,HYBRID,,Hybrid,,3/13/2024,5/24/2024
FNU,551C,1,31056,3,RESEARCH & THESIS IN NUTRITION,MWF,1100AM,1215PM,CTLH 349,CAMEL S,HYBRID,,Hybrid,,3/13/2024,5/24/2024
FNU,592F,98,31057,6,INTERN IN NUTRITION-DIETETICS,F,0900AM,0400PM,CTLH 156,MCKENZIE H,HYBRID,,Hybrid,,3/13/2024,5/24/2024
FNU,598,1,31058,0,CERT COMPLETION NUTRITION & DIET,TBA,,,,MCKENZIE H,HYBRID,,Hybrid,,3/13/2024,5/24/2024
FOR,111,1,31059,2,INTRO TO FOREST AND WILDLIFE MGT,TR,1000AM,1150AM,REEH 206,SIMS L,,,Face to face,,3/13/2024,5/24/2024
FOR,200,1,31060,3,FOREST MEASUREMENTS I,TR,0800AM,0915AM,REEH 219,YANG S,,,Face to face,,3/13/2024,5/24/2024
FOR,220A,1,31061,1,PROBLEMS,TBA,,,,ADAMS J,,,Face to face,,3/13/2024,5/24/2024
FOR,220B,1,31062,2,PROBLEMS,TBA,,,,ADAMS J,,,Face to face,,3/13/2024,5/24/2024
FOR,220C,1,31063,3,PROBLEMS,TBA,,,,ADAMS J,,,Face to face,,3/13/2024,5/24/2024
FOR,233,1,31065,1,FOREST TREES OF NORTH AMERICA,R,1000AM,1115AM,FORL 109,KEYES C,,,Face to face,,3/13/2024,5/24/2024
FOR,302,1,31066,3,SILVICULTURE,TR,1130AM,1245PM,FORL 109,ADAMS J,,,Face to face,,3/13/2024,5/24/2024
FOR,312,1,32569,3,FOREST ENTOMOLOGY,MW,0800AM,0915AM,LOMH 7,SIMS L,,,Face to face,,3/13/2024,5/24/2024
FOR,402,1,31068,3,WATERSHED MANAGEMENT,TR,1000AM,1115AM,REEH 219,PATTERSON W,,,Face to face,,3/13/2024,5/24/2024
FOR,420A,1,31070,1,PROBLEMS,TBA,,,,SIMS L,,,Face to face,,3/13/2024,5/24/2024
FOR,420B,1,31071,2,PROBLEMS,TBA,,,,ADAMS J,,,Face to face,,3/13/2024,5/24/2024
FOR,420B,2,31072,2,PROBLEMS,TBA,,,,HOLLEY A,,,Face to face,,3/13/2024,5/24/2024
FOR,420C,1,31073,3,PROBLEMS,TBA,,,,SIMS L,,,Face to face,,3/13/2024,5/24/2024
FOR,420C,2,31074,3,THE BUSINESS OF FORESTRY,T,0600PM,0900PM,REEH 219,HOLLEY A,,,Face to face,,3/13/2024,5/24/2024
FOR,420C,3,31075,3,PROBLEMS,TBA,,,,ADAMS J,,,Face to face,,3/13/2024,5/24/2024
FOR,478A,99,31076,1,GIS INTERNSHIP,TBA,,,,ADAMS J,,,Face to face,,3/13/2024,5/24/2024
FOR,478C,99,31077,3,GIS INTERNSHIP,TBA,,,,ADAMS J,,,Face to face,,3/13/2024,5/24/2024
FOR,478F,99,31078,6,GIS INTERNSHIP,TBA,,,,ADAMS J,,,Face to face,,3/13/2024,5/24/2024
FOR,480,1,31079,3,PROFESSIONAL PRACTICE,F,0130PM,0515PM,LOMH 7,HOLLEY A,,,Face to face,,3/13/2024,5/24/2024
FREN,101,1,31082,3,ELEMENTARY FRENCH,MWF,0930AM,1045AM,GTMH 205,HURTIG D,,,Face to face,,3/13/2024,5/24/2024
FREN,101,2,32601,3,ELEMENTARY FRENCH,MWF,1100AM,1215PM,GTMH 219,ST. AMANT D,,,Face to face,,3/13/2024,5/24/2024
FREN,102,1,31088,3,ELEMENTARY FRENCH,MWF,1230PM,0145PM,GTMH 217,HURTIG D,,,Face to face,,3/13/2024,5/24/2024
FREN,201,1,31100,3,INTERMEDIATE FRENCH,TR,1200PM,0150PM,GTMH 221,HURTIG D,,,Face to face,,3/13/2024,5/24/2024
FREN,390,1,32620,3,FRANCOPHONE CHILDREN'S LIT,MWF,0930AM,1045AM,GTMH 221,ST. AMANT D,,,Face to face,,3/13/2024,5/24/2024
FYE,100,1,31111,1,THE EXPERIENCE,TR,1000AM,1115AM,GTMH 317,PEEL M,,,Not specified,,3/13/2024,5/24/2024
FYE,100,2,31112,1,THE EXPERIENCE,TR,1000AM,1115AM,GTMH 313,BORDEN K,,,Face to face,,3/13/2024,5/24/2024
GAME,477,51,31114,3,GAME DESIGN,TR,0600PM,0950PM,TVAC 106,BERG J,,,Face to face,,3/13/2024,5/24/2024
GEOG,203,1,31115,3,PHYSICAL GEOGRAPHY,MWF,0930AM,1045AM,GTMH 105,MACK T,,,Face to face,,3/13/2024,5/24/2024
GEOG,310,1,31116,3,GEOGRAPHY OF LOUISIANA,TR,0200PM,0350PM,GTMH 129,MACK T,,,Face to face,,3/13/2024,5/24/2024
GERM,102,1,31120,3,ELEMENTARY GERMAN,MWF,0400PM,0515PM,GTMH 219,NUTT C,,,Face to face,,3/13/2024,5/24/2024
GISC,250,1,31123,3,INTRO TO GEOGRAPHIC INFORM SYS,T,0100PM,0515PM,LOMH 2,CROSBY M,,,Face to face,,3/13/2024,5/24/2024
GISC,260,1,31124,3,REMOTE SENSING OF NAT RESOURCES,W,0100PM,0515PM,LOMH 2,CROSBY M,,,Face to face,,3/13/2024,5/24/2024
GISC,360,1,31125,2,GEOG INF SYS (GIS) SPATIAL STAT,TR,0800AM,0915AM,GTMH 135A,CASAS I,GISC MAJ ONLY,,Face to face,,3/13/2024,5/24/2024
GISC,371,1,31126,3,ADV GEOG INF SYS(GIS)& SPAT ANAL,TR,1000AM,1150AM,GTMH 135A,CASAS I,GISC MAJ ONLY,,Face to face,,3/13/2024,5/24/2024
GISC,420A,1,31127,1,PROB IN GEOGRAPHIC INFORM SCI,TBA,,,,CROSBY M,,,Face to face,,3/13/2024,5/24/2024
GISC,420B,1,31128,2,PROB IN GEOGRAPHIC INFORM SCI,TBA,,,,CROSBY M,,,Face to face,,3/13/2024,5/24/2024
GISC,420C,1,31129,3,PROB IN GEOGRAPHIC INFORM SCI,TBA,,,,CROSBY M,,,Face to face,,3/13/2024,5/24/2024
GISC,464,1,31130,4,GIS APPLICATION PROJECT,T,0100PM,0200PM,GTMH 135A,CASAS I,,,Face to face,,3/13/2024,5/24/2024
GISC,469,1,31131,3,STATE OF THE ART GIS TECH,T,0200PM,0300PM,GTMH 135A,CASAS I,,,Face to face,,3/13/2024,5/24/2024
HDFS,100,1,32390,3,COUPLE AND FAMILY RELATIONSHIPS,TR,1200PM,0150PM,CTLH 344,ROLLINS P,,,Face to face,,3/13/2024,5/24/2024
HDFS,225,1,32393,1,INTRODUCTION TO CHILD LIFE,W,1100AM,1215PM,CTLH 347,AUTTONBERRY A,,,Face to face,,3/13/2024,5/24/2024
HDFS,250,1,32394,3,CULTURALLY COMPETENT PRACTICE,TR,0800AM,0950AM,CTLH 344,ROLLINS P,,,Face to face,,3/13/2024,5/24/2024
HDFS,310,1,32397,3,PROFESSIONAL GUIDANCE,M,0200PM,0530PM,CTLH 344,YATES A,,,Face to face,,3/13/2024,5/24/2024
HDFS,311,1,32395,3,INFANT AND TODDLER DEVELOPMENT,MWF,0930AM,1045AM,CTLH 344,VANDENBRINK T,,,Face to face,,3/13/2024,5/24/2024
HDFS,321,1,32396,3,EARLY CHILDHOOD DEVELOPMENT,MWF,1230PM,0145PM,CTLH 344,VANDENBRINK T,,,Face to face,,3/13/2024,5/24/2024
HDFS,371,1,32398,3,ISSUES IN GERONTOLOGY,MWF,0930AM,1045AM,CTLH 347,ROLLINS P,,,Face to face,,3/13/2024,5/24/2024
HDFS,418,1,32399,3,ADMIN OF PROG FOR YOUNG CHILDREN,TR,1200PM,0150PM,CTLH 156,MOELLER K,,,Face to face,,3/13/2024,5/24/2024
HDFS,427,1,32400,3,FAMILY LIFE EDUCATION,R,0400PM,0730PM,CTLH 347,STAFF T,,,Face to face,,3/13/2024,5/24/2024
HDFS,455,1,32401,3,DEVELOPMENTAL & THERAPEUTIC PLAY,TR,1000AM,1150AM,CTLH 347,AUTTONBERRY A,,,Face to face,,3/13/2024,5/24/2024
HDFS,490,51,32491,3,INTERMEDIATE ABA THERAPY,T,0530PM,0830PM,CTLH 153,BROWN K,,,Face to face,,3/13/2024,5/24/2024
HEC,357,1,31133,2,PROF ISSUES IN HUMAN ECOLOGY,MW,0800AM,0915AM,CTLH 344,YATES A,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,406A,1,31134,1,SPECIAL PROBLEMS IN HUMAN ECOL,T,0800AM,0915AM,CTLH 347,YATES A,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,406B,1,31135,2,SPECIAL PROBLEMS IN HUMAN ECOL,R,0800AM,0915AM,,YATES A,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,406C,1,31136,3,SPECIAL PROBLEMS IN HUMAN ECOL,T,1200PM,0150PM,,YATES A,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,468,1,32574,1,INTRO TO SUPERVISED FIELD EXP,W,0200PM,0315PM,CTLH 344,AUTTONBERRY A,,,Face to face,,3/13/2024,5/24/2024
HEC,478A,1,32575,1,PRACTICA/INTERN/COOP HEC,W,0200PM,0315PM,CTLH 347,KAFFKA L,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,478A,51,31137,1,PRACTICA/INTERN/COOP HEC,T,0700PM,0815PM,CTLH 344,AUTTONBERRY A,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,478B,1,32576,2,PRACTICA/INTERN/COOP HEC,W,0200PM,0315PM,CTLH 347,KAFFKA L,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,478B,51,31138,2,PRACTICA/INTERN/COOP HEC,T,0700PM,0815PM,CTLH 344,AUTTONBERRY A,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,478C,1,31140,3,PRACTICA/INTERN/COOP HEC,R,0400PM,0515PM,CTLH 344,HEIDEN K,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,478C,2,32386,3,PRACTICA/INTERN/COOP HEC,W,0200PM,0315PM,CTLH 347,KAFFKA L,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,478C,51,31139,3,PRACTICA/INTERN/COOP HEC,T,0700PM,0815PM,CTLH 344,AUTTONBERRY A,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HEC,506A,1,31141,1,SPECIAL PROBLEMS IN HUMAN ECOL,TBA,,,,CAMEL S,,,Face to face,,3/13/2024,5/24/2024
HEC,506C,1,31142,3,SPECIAL PROBLEMS IN HUMAN ECOL,TBA,,,,CAMEL S,HYBRID,,Hybrid,,3/13/2024,5/24/2024
HIM,103,1,31145,3,INTRO TO MEDICAL TERMINOLOGY,TR,1000AM,1150AM,WYLT 1129,COLVIN L,,,Face to face,,3/13/2024,5/24/2024
HIM,229,1,31158,3,INTRO TO HEALTH INFO TECHNOLOGY,MWF,1230PM,0145PM,WYLT 1129,NICHOLS M,,,Face to face,,3/13/2024,5/24/2024
HIM,252,1,31161,3,CLASS SYSTEMS & NOMENCLATURE USE,TR,1000AM,1150AM,WYLT 1111,NICHOLS M,,,Face to face,,3/13/2024,5/24/2024
HIM,433,1,31168,2,HEALTH DATA ANALYTICS,MW,0930AM,1045AM,WYLT 1129,WARD J,,,Face to face,,3/13/2024,5/24/2024
HIM,445,1,31170,2,HEALTHCARE REIMBURSEMENT II,MW,1100AM,1215PM,WYLT 1129,MARTIN A,,,Face to face,,3/13/2024,5/24/2024
HIM,455,1,31172,3,HEALTH SYSTEMS LEADERSHIP,TR,0800AM,0950AM,WYLT 1129,WARD J,,,Face to face,,3/13/2024,5/24/2024
HIM,478A,98,31173,1,PRACTICA/INTERNSHIP/COOP IN HIM,,,,,MARTIN A,WWW,World Wide Web course,Synchronous Online,,3/13/2024,5/24/2024
HIM,478D,98,31174,4,PRACTICA/INTERNSHIP/COOP IN HIM,MTWRF,0800AM,0430PM,,MARTIN A,,,Face to face,,3/13/2024,5/24/2024
HIST,101,1,31180,3,WORLD HISTORY TO 1500,TR,0400PM,0550PM,GTMH 105,ATASSI A,,,Face to face,,3/13/2024,5/24/2024
HIST,102,1,31201,3,WORLD HISTORY SINCE 1500,TR,0200PM,0350PM,GTMH 105,WORSENCROFT J,,,Face to face,,3/13/2024,5/24/2024
HIST,201,1,31243,3,HISTORY OF THE US: 1492-1877,MWF,1100AM,1215PM,GTMH 105,MCKEVITT A,,,Face to face,,3/13/2024,5/24/2024
HIST,202,1,31268,3,"HISTORY OF THE US, 1877-PRESENT",TR,1200PM,0150PM,DAVH 213,ANDERSON D,,,Face to face,,3/13/2024,5/24/2024
HIST,300,1,31309,1,DOING HISTORY,W,0400PM,0515PM,GTMH 129,MCKEVITT A,,,Face to face,,3/13/2024,5/24/2024
HIST,360,1,31310,3,HISTORY OF LOUISIANA,TR,1000AM,1150AM,GTMH 123,THOMPSON V,,,Face to face,,3/13/2024,5/24/2024
HIST,413,1,31311,3,MEDIAEVAL EUROPE,MW,0200PM,0350PM,GTMH 123,ATASSI A,,,Face to face,,3/13/2024,5/24/2024
HIST,489,99,31313,3,INTERNSHIP IN PUBLIC HISTORY,TBA,,,,THOMPSON V,,,Face to face,,3/13/2024,5/24/2024
HIST,490,1,32506,3,PALEOGRAPHY AND TRANSCRIPTION,MW,0200PM,0350PM,GTMH 133,THOMPSON V,,,Face to face,,3/13/2024,5/24/2024
HIST,490,2,32507,3,NARR HISTORIES:WRITING WITH RES,TR,1000AM,1150AM,GTMH 223,ANDERSON D,XLS ENGL475-003,,Face to face,,3/13/2024,5/24/2024
HIST,510,1,31319,3,INDEPENDENT STUDY & RESEARCH,TBA,,,,ANDERSON D,,,Face to face,,3/13/2024,5/24/2024
ICET,303,1,31341,3,CONTROL SYSTEMS III,MWF,1200PM,0150PM,IESB 124,THEODOS M,,,Face to face,,3/13/2024,5/24/2024
ICET,477,1,31342,1,CAPSTONE DESIGN III,T,0200PM,0500PM,IESB 128,THEODOS M,,,Face to face,,3/13/2024,5/24/2024
IDES,154,1,31343,2,INTRODUCTION TO INTERIOR DESIGN,TR,0800AM,1055AM,WYLT 1309,CARWILE S,,,Face to face,,3/13/2024,5/24/2024
IDES,244,1,31344,1,COMPUTER APPL FOR INTERIORS II,R,0100PM,0155PM,,MALCHOW C,,,Face to face,,3/13/2024,5/24/2024
IDES,254,1,31345,2,FOUNDATION INTERIOR DESIGN III,MW,0800AM,1055AM,HALE 301,EMORY M,,,Face to face,,3/13/2024,5/24/2024
IDES,344,1,31346,2,COLOR AND ILLUMINATION,TR,1200PM,0145PM,HALE 301,CARWILE S,,,Face to face,,3/13/2024,5/24/2024
IDES,354,1,31347,3,INTERIOR DESIGN III,MWF,0100PM,0455PM,,EMORY M,,,Face to face,,3/13/2024,5/24/2024
IDES,402,1,31348,1,FIELD TRAVEL,TBA,,,,EMORY M,,,Face to face,,3/13/2024,5/24/2024
IDES,454,1,31349,3,INTERIOR DESIGN VI,MWF,0200PM,0455PM,,CARWILE S,,,Face to face,,3/13/2024,5/24/2024
IDES,456,1,31350,2,PROF PRAC FOR INTERIOR DESIGNERS,MW,1130AM,1245PM,HALE 318,EMORY M,,,Face to face,,3/13/2024,5/24/2024
INEN,300,1,31351,2,ENGINEERING ECONOMICS,TR,0800AM,0915AM,DAVH 109,EASLEY J,,,Face to face,,3/13/2024,5/24/2024
INEN,300,2,31352,2,ENGINEERING ECONOMICS,TR,1000AM,1115AM,BOGH 318,EASLEY J,,,Face to face,,3/13/2024,5/24/2024
INEN,403,1,31353,3,DES OF EXPERIMENTS FOR SIX SIGMA,MW,0800AM,0950AM,BOGH 302,EASLEY J,,,Face to face,,3/13/2024,5/24/2024
INEN,406,1,31354,2,PROJECT MANAGEMENT FUNDAMENTALS,TR,0200PM,0315PM,BOGH 302,HEGAB H,XLS EMGT518,,Face to face,,3/13/2024,5/24/2024
INEN,410,1,31355,3,MANUFACTURING SYSTEMS MANAGEMENT,TR,1000AM,1150AM,BOGH 327,CRONK S,,,Face to face,,3/13/2024,5/24/2024
INEN,413,1,31356,3,ROBOTICS & AUTOMATED MANUFACT,MW,1230PM,0145PM,BOGH 302,KER J,XLIST INEN530,,Face to face,,3/13/2024,5/24/2024
INEN,414,1,31357,3,INDUSTRIAL ERGONOMICS,MW,0200PM,0315PM,BOGH 327,CRONK S,XLIST INEN557,,Face to face,,3/13/2024,5/24/2024
INEN,416,1,31358,3,INTRO TO PROJECT MANAGEMENT,TR,0200PM,0350PM,DAVH 106,CRONK S,,,Face to face,,3/13/2024,5/24/2024
INEN,420,1,31359,3,SIX SIGMA BLACK BELT PROJECT,TR,1200PM,0150PM,BOGH 302,HEGAB B,XLS INEN520-001,,Face to face,,3/13/2024,5/24/2024
INEN,423,1,31360,1,CAPSTONE DESIGN PROJECT III,T,0200PM,0315PM,BOGH 314,KER J,,,Face to face,,3/13/2024,5/24/2024
INEN,450A,1,31361,1,SPECIAL PROBLEMS,TBA,,,,KER J,,,Face to face,,3/13/2024,5/24/2024
INEN,450B,1,31362,2,SPECIAL PROBLEMS,TBA,,,,KER J,,,Face to face,,3/13/2024,5/24/2024
INEN,450C,1,31363,3,RES ON DEV OF INDUS&SYS ENGR PRG,TBA,,,,KER J,,,Face to face,,3/13/2024,5/24/2024
INEN,450C,2,32455,3,DESIGN FOR SIX SIGMA,TR,0800AM,0950AM,BOGH 327,HOWELL J,XLS INEN557-002,,Not specified,,3/13/2024,5/24/2024
INEN,502,1,32458,3,OPERATIONS RESEARCH,TR,1000AM,1150AM,BOGH 302,HEGAB B,,,Face to face,,3/13/2024,5/24/2024
INEN,505,1,31365,3,MANUFACTURING & OPERATIONS ANALY,TR,1000AM,1150AM,BOGH 327,CRONK S,XLS INEN410-001,,Face to face,,3/13/2024,5/24/2024
INEN,514,1,31370,3,STAT ANALYSIS FOR SIX SIGMA,MW,1000AM,1150AM,BOGH 302,HOWELL J,,,Face to face,,3/13/2024,5/24/2024
INEN,520,1,31373,3,SIX SIGMA BLACK BELT PROJECT,TR,1200PM,0150PM,BOGH 302,HEGAB B,XLS INEN420 001,,Face to face,,3/13/2024,5/24/2024
INEN,530,1,31374,3,ADV TOPICS:AUTOMATION & ROBOTICS,MW,1230PM,0145PM,BOGH 302,KER J,XLIST INEN413,,Face to face,,3/13/2024,5/24/2024
INEN,551C,1,31375,3,MSE THESIS IN INDUSTRIAL ENGR,,,,,KER J,,,Face to face,,3/13/2024,5/24/2024
INEN,551F,1,31376,6,MSE THESIS IN INDUSTRIAL ENGR,,,,,KER J,,,Face to face,,3/13/2024,5/24/2024
INEN,555,1,31377,3,PRACTICUM,TBA,,,,KER J,,,Face to face,,3/13/2024,5/24/2024
INEN,557,1,31378,3,INDUSTRIAL ERGONOMICS,MW,0200PM,0315PM,BOGH 327,CRONK S,XLS INEN414-001,,Face to face,,3/13/2024,5/24/2024
INEN,557,2,32462,3,DESIGN FOR SIX SIGMA,TR,0800AM,0950AM,BOGH 327,HOWELL J,XLS INEN450C002,,Face to face,,3/13/2024,5/24/2024
ISTY,498A,1,31381,1,READINGS & RESEARCH - MAJOR,TBA,,,GTMH 102,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
ISTY,498B,1,31382,2,READINGS & RESEARCH - MAJOR,TBA,,,GTMH 102,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
ISTY,498C,1,31383,3,READINGS & RESEARCH - MAJOR,TBA,,,GTMH 102,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
ISTY,498C,2,31384,3,READINGS & RESEARCH - MAJOR,TBA,,,,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
ISTY,499A,1,31385,1,READINGS & RESEARCH - MAJOR,TBA,,,,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
ISTY,499B,1,31386,2,READINGS & RESEARCH - MAJOR,TBA,,,,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
ISTY,499C,99,31387,3,READINGS & RESEARCH - MAJOR,TBA,,,GTMH 102,PULJAK K,,,Face to face,,3/13/2024,5/24/2024
KINE,114,51,31388,2,NCAA SPORT PARTICIPATION,MTWRF,0330PM,0445PM,,HUNGATE M,,,Face to face,,3/13/2024,5/24/2024
KINE,115,51,31389,2,NCAA SPORT PARTICIPATION,MTWRF,0330PM,0445PM,,HUNGATE M,,,Face to face,,3/13/2024,5/24/2024
KINE,116,51,31390,2,NCAA SPORT PARTICIPATION,MTWRF,0330PM,0445PM,,HUNGATE M,,,Face to face,,3/13/2024,5/24/2024
KINE,117,51,31391,2,NCAA SPORT PARTICIPATION,MTWRF,0330PM,0445PM,,HUNGATE M,,,Face to face,,3/13/2024,5/24/2024
KINE,126,1,31396,2,BOWLING,MWF,0930AM,1045AM,LISC TBA,STAFF T,,,Face to face,,3/13/2024,5/24/2024
KINE,130,2,31398,2,JOGGING/RUNNING,MWF,0930AM,1045AM,MEMG 227,STAFF T,,,Face to face,,3/13/2024,5/24/2024
KINE,136,1,32606,2,INDOOR CYCLING,MWF,0930AM,1045AM,LISC TBA,STAFF T,,,Face to face,,3/13/2024,5/24/2024
KINE,136,2,32607,2,INDOOR CYCLING,MWF,1100AM,1215PM,LISC TBA,STAFF T,,,Face to face,,3/13/2024,5/24/2024
KINE,138,1,31399,2,SWIMMING,MWF,1100AM,1215PM,LISC 183,CARNAHAN P,,,Face to face,,3/13/2024,5/24/2024
KINE,139,1,32608,2,SOCCER,MWF,1100AM,1215PM,LISC TBA,STAFF T,,,Face to face,,3/13/2024,5/24/2024
KINE,142,1,31400,2,VOLLEYBALL,TR,0800AM,0950AM,LISC TBA,STAFF T,,,Not specified,,3/13/2024,5/24/2024
KINE,142,2,31401,2,VOLLEYBALL,TR,1000AM,1150AM,LISC TBA,STAFF T,,,Face to face,,3/13/2024,5/24/2024
KINE,144,1,31402,2,WEIGHT TRAINING,MWF,0800AM,0915AM,MEMG 110,STAFF T,,,Face to face,,3/13/2024,5/24/2024
KINE,144,2,31403,2,WEIGHT TRAINING,MWF,0930AM,1045AM,MEMG 110,STAFF T,,,Face to face,,3/13/2024,5/24/2024
KINE,144,3,31404,2,WEIGHT TRAINING,MWF,1100AM,1215PM,MEMG 110,STAFF T,,,Face to face,,3/13/2024,5/24/2024
KINE,170,1,31407,2,KARATE,TR,1200PM,0150PM,MEMG 202,COTTEN B,,,Face to face,,3/13/2024,5/24/2024
KINE,172,51,31408,2,BEGINNING SCUBA,MW,0600PM,0750PM,MEMG 221,STAFF T,$165.00 EXT FEE,,Face to face,,3/13/2024,5/24/2024
KINE,202,1,31409,3,FOUNDATIONS OF KINESIOLOGY,MWF,0800AM,0915AM,MEMG 220,DEAL K,,,Face to face,,3/13/2024,5/24/2024
KINE,206,1,31410,3,SENIOR ADULT WATER EXERCISE,MWF,0700AM,0800AM,LISC POOL,REEVES C,,,Face to face,,3/13/2024,5/24/2024
KINE,206,2,31411,3,SENIOR ADULT WATER EXERCISE,MWF,0800AM,0900AM,LISC POOL,SZYMANSKI J,,,Face to face,,3/13/2024,5/24/2024
KINE,206,3,31412,3,SENIOR ADULT CHAIR EXERCISE,MWF,0800AM,0900AM,LISC TBA,BOYD R,,,Face to face,,3/13/2024,5/24/2024
KINE,206,51,31413,3,SENIOR ADULT FLOOR EXERCISE,MTR,0500PM,0600PM,MEMG 202,DEAL K,,,Face to face,,3/13/2024,5/24/2024
KINE,216,1,31414,2,LIFEGUARD TRAINING,TR,1000AM,1150AM,LISC 183,CARNAHAN P,,,Face to face,,3/13/2024,5/24/2024
